source,image,proposals,final_instances,sam2_selected,coarse_selected,watershed_selected,universal_boundary_selected,cellpose_style_selected,separator_selected,external_selected,separator_generated,separator_before_ranker,separator_after_ranker,separator_after_set_selector,separator_after_merge,proposals_before_ranker,proposals_after_ranker,proposals_after_set_selector,proposals_after_merge,ranked_proposals,final_pred_n,final_gt_n,final_dice,final_binary_iou,final_pq,final_sq,final_rq,final_aji,final_precision,final_recall,final_f1,final_tp,final_fp,final_fn
tissuenet,tissuenet_test_1009.png,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.827902707664066,0.706342991386061,0.6779053211212158,0.6779053211212158,1.0,0.6800308404009252,1.0,1.0,1.0,3,0,0
tissuenet,tissuenet_test_101.png,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,70,0.9426888055704339,0.8915906788247214,0.7290570338567098,0.8425987030639023,0.8652482269503546,0.7684491518126237,0.8591549295774648,0.8714285714285714,0.8652482269503546,61,10,9
tissuenet,tissuenet_test_1010.png,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.8412348401323043,0.7259752616555661,0.5198138952255249,0.7277394533157349,0.7142857142857143,0.6375535996389077,0.7142857142857143,0.7142857142857143,0.7142857142857143,10,4,4
tissuenet,tissuenet_test_1011.png,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.6135317038611406,0.44251405212059275,0.1635802537202835,0.654321014881134,0.25,0.08119494446572195,0.25,0.25,0.25,1,3,3
tissuenet,tissuenet_test_1012.png,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.6650340136054422,0.4981655116184264,0.4036628007888794,0.6727713346481323,0.6,0.4981655116184264,1.0,0.42857142857142855,0.6,3,0,4
tissuenet,tissuenet_test_1013.png,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,69,0.9146546076285135,0.8427313683342658,0.6002693215483114,0.8146512221012797,0.7368421052631579,0.6298408729848686,0.6746987951807228,0.8115942028985508,0.7368421052631579,56,27,13
tissuenet,tissuenet_test_1014.png,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.8665447897623401,0.7645161290322581,0.6168728987375895,0.7710911234219869,0.8,0.704935064935065,0.75,0.8571428571428571,0.8,6,2,1
tissuenet,tissuenet_test_1015.png,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,57,0.9648794300328827,0.9321420692697993,0.8181764531520106,0.9223080017349937,0.8870967741935484,0.8850673668804615,0.8208955223880597,0.9649122807017544,0.8870967741935484,55,12,2
tissuenet,tissuenet_test_1016.png,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,0.7925592639849574,0.6563959955506118,0.5123915026585261,0.723376239047331,0.7083333333333334,0.6065379221059446,0.7391304347826086,0.68,0.7083333333333334,17,6,8
tissuenet,tissuenet_test_1018.png,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,48,0.8820627802690583,0.7890092258323306,0.565340790418115,0.7513081556872317,0.7524752475247525,0.6610800744878957,0.7169811320754716,0.7916666666666666,0.7524752475247525,38,15,10
tissuenet,tissuenet_test_1019.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5111111111111111,0.34328358208955223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
tissuenet,tissuenet_test_102.png,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,81,0.9442899953063508,0.8944596443228454,0.7511686824616932,0.8302390700892398,0.9047619047619048,0.7111701470406524,0.8735632183908046,0.9382716049382716,0.9047619047619048,76,11,5
tissuenet,tissuenet_test_1020.png,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,120,0.9016826755239036,0.8209673610984979,0.5626959985157228,0.7607879571768702,0.7396226415094339,0.6070174876176126,0.6758620689655173,0.8166666666666667,0.7396226415094339,98,47,22
tissuenet,tissuenet_test_1021.png,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,126,0.9228830900881094,0.8568086542839648,0.5358259612566805,0.7669665719948563,0.6986301369863014,0.5433866231647635,0.6144578313253012,0.8095238095238095,0.6986301369863014,102,64,24
tissuenet,tissuenet_test_1022.png,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,121,0.9103939145641992,0.8355257250606087,0.6144158702447595,0.778880724401185,0.7888446215139442,0.6429705238200486,0.7615384615384615,0.8181818181818182,0.7888446215139442,99,31,22
tissuenet,tissuenet_test_1023.png,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,134,0.9078911671786255,0.831319315340727,0.4953643116801458,0.7482608286957991,0.662020905923345,0.5083358633525615,0.6209150326797386,0.7089552238805971,0.662020905923345,95,58,39
tissuenet,tissuenet_test_1024.png,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,108,0.8535695430280987,0.7445454173318596,0.5800623568166203,0.7669713384575314,0.7563025210084033,0.6130161613867756,0.6923076923076923,0.8333333333333334,0.7563025210084033,90,40,18
tissuenet,tissuenet_test_1025.png,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,0.8735820244328097,0.7755398470030018,0.4991408201364371,0.7373671206561002,0.676923076923077,0.6775846294602013,0.6470588235294118,0.7096774193548387,0.676923076923077,22,12,9
tissuenet,tissuenet_test_1026.png,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,94,0.8443581385671683,0.7306399731144078,0.5214786463005598,0.75755343888257,0.6883720930232559,0.5828704415219443,0.6115702479338843,0.7872340425531915,0.6883720930232559,74,47,20
tissuenet,tissuenet_test_1027.png,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0.8139371314180598,0.686251254447587,0.514012030701139,0.7174751261870066,0.7164179104477612,0.5267635883033207,0.7272727272727273,0.7058823529411765,0.7164179104477612,24,9,10
tissuenet,tissuenet_test_1028.png,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,90,0.8774609085076673,0.7816751462447049,0.611129957322891,0.7944689445197582,0.7692307692307693,0.6861027446655071,0.6779661016949152,0.8888888888888888,0.7692307692307693,80,38,10
